sofifa_id, long_name, overall, potencial
193244,Bobby Shuttleworth,67.0,67.375
193267,Fabio Pisacane,69.375,69.375
193728,David Wotherspoon,66.25,67.125
193860,Thorsten Schick,68.875,69.625
193910,Adam Forshaw,69.75,73.0
194020,Judilson Mamadu Tuncará Gomes,72.25,74.875
194146,Kevin Long,69.375,71.625
194726,Jakob Ahlmann Nielsen,68.125,70.5
194958,Aaron Frank Mooy,74.625,76.75
195020,David Lowell Davis,67.875,69.875
197031,Marvin Ducksch,69.375,74.75
197777,Jacopo Sala,71.0,74.375
197948,Florian Lejeune,75.375,78.375
198190,Greg Cunningham,70.375,72.0
198235,Jon Peter Taylor,66.625,69.0
198970,Jonathan Mensah,68.75,70.625
199101,Raúl Lizoáin Cruz,69.75,72.375
199504,Taulant Xhaka,70.875,73.25
199570,Jesús Enrique Sánchez García,69.5,70.75
199674,Jorge Filipe Avelino Teixeira,69.75,69.75
200292,Jason John Lowe,66.375,69.0
200298,Jonathan Rivierez,67.75,68.625
200433,Lukas Hinterseer,71.125,73.25
200443,Barry James Douglas,70.875,72.0
200532,Kristof D'Haene,68.0,68.75
201208,Doneil Jor-Dee Ashley Henry,67.5,73.25
201368,Kenny McLean,70.375,73.375
201869,Russell Teibert,65.625,69.625
201873,Joe Bendik,66.5,68.25
201940,Zac MacMath,66.375,69.25
202048,Conor Coady,72.125,76.25
202060,Emil Evert Bergström,68.625,72.625
202113,Moses Odubajo,69.375,73.75
202220,Charles Kwabena Sapong,69.25,70.125
202223,Justin Meram,69.375,69.75
202428,Bobby Shou Wood,69.75,73.5
202910,David Mitov Nilsson,68.375,70.625
203069,Ryan Tunnicliffe,66.875,70.625
203264,Scott Wootton,65.375,68.0
203309,Benjamin Halloran,66.375,69.5
203581,Iván Balliu Campeny,70.375,74.125
203590,Florian Hübner,70.125,72.25
203756,Matt Smith,67.125,67.875
204549,Davy Roef,70.5,76.125
204688,Stefan Schwab,69.375,72.625
204701,Salim Khelifi,67.75,72.375
204776,Toni Leistner,71.125,72.75
205044,Sebastian Maier,66.5,71.625
205351,Alex David Pritchard,71.125,76.125
205693,Sébastien Haller,77.0,82.125
206534,Patrick Bamford,71.0,76.75
207537,Jordan Zacharie Lukaku Menama Mokelenge,73.5,78.5
207554,Viktor Johan Anton Claesson,72.875,75.625
207599,Michael Keane,76.125,81.125
207716,Abdullah Fareed Al Hafith,64.875,69.375
207928,Tomas Petar Rogić,71.5,75.125
208159,Michael Frey,69.375,74.625
208451,Robin Kwamina Quaison,73.0,78.25
208521,Frédéric Brillant,66.75,66.75
208535,Joseph Alfred Duncan,73.125,78.25
208615,Christopher Jullien,72.125,76.625
208618,Lucas Vázquez Iglesias,78.625,80.125
208631,Filip Starzyński,68.75,70.5
208730,Enrico Valentini,68.625,69.125
208782,Mickey van der Hart,67.5,73.125
208917,Khaled Ahmed Al Ghamdi,66.5,67.0
209002,Mandé Sayouba,66.25,71.25
209264,Bård Finne,66.25,74.0
209780,Siebe Schrijvers,71.25,79.25
209839,Timo Letschert,71.625,75.0
210021,Hany Mukhtar,71.25,79.5
210303,Denis Linsmayer,69.0,72.125
210304,Hendrick Zuck,65.75,67.25
210320,Ibrahima M'baye,69.875,76.75
210358,Alberto Brignoli,70.5,74.375
210468,Ilya Kutepov,70.0,76.25
210492,Abdulaziz Al Jebreen,67.0,68.5
210583,Marc Stendera,72.25,80.0
210648,Ahmed Elsayed Ali Elsayed Hegazy,70.875,73.625
210723,Niko Gießelmann,69.5,72.375
211093,Callum William McGregor,71.875,76.5
211107,Frederico André Ferrão Venâncio,72.375,77.125
211204,Declan Christopher John,68.375,76.0
211239,Corentin Jean,71.0,78.875
211899,Florian Niederlechner,73.625,75.25
212607,Maxime Chanot,70.75,71.75
212750,Erik Hurtado,64.25,65.375
212992,Jón Daði Böðvarsson,67.875,70.5
213428,Clinton Robert Irwin,66.125,68.0
213591,Juan Francisco Cornejo Palma,69.625,70.75
213620,Felipe Andrés Mora Aliaga,71.75,75.875
213777,Iver Tobias Rørvik Fossum,70.5,76.875
214000,José Yordy Reyna Serna,67.75,72.625
214196,Daniel Eduardo Bocanegra Ortíz,71.75,72.125
214350,Michael Jhon Ander Rangel Valencia,70.375,72.5
214436,Paulo César Díaz Huincales,70.25,76.875
214622,Jeremy Toljan,71.875,77.0
214947,Jean-Philippe Gbamin,74.125,81.375
214971,Francisco Andrés Pizzini,69.75,75.125
215178,Erik Fernando Godoy,68.25,73.625
215245,Adrien Hunou,69.5,74.875
215270,Lucas Manuel Zelarayán,73.5,76.75
215391,Ibrahima Khaliloulah Seck,70.0,71.0
215665,Filipe Miguel Neves Ferreira,70.25,71.875
215965,Sergio Carlos Strandberg,69.875,76.625
216175,Cican Stanković,69.25,74.375
216271,Joost van Aken,68.875,74.75
216273,Joni Ensio Kauko,65.5,66.5
216334,Pieter Gerkens,69.75,75.25
216377,Stefan Kutschke,67.0,67.875
216816,Giovanni Pablo Simeone,72.875,80.75
218981,Helibelton Palacios Zapata,70.625,74.875
219510,Ebenezer Ofori,70.875,77.125
219576,Rodrigo Andrés Battaglia,74.25,76.5
220093,Hans Hateboer,73.25,77.75
220429,Gastón Matías Campi,67.625,70.5
220604,Jaume Doménech Sánchez,73.125,76.5
220895,Abdulmajeed Mohammed Al-Sulaiheem,65.375,69.125
221306,Michael David Barrios Puerta,71.625,73.625
221657,Tesho Akindele,66.625,68.75
221671,이재성 李在成,72.125,75.5
222513,Rolando Aarons,69.75,77.375
223247,Nelson Fernando Acevedo,70.75,71.25
223627,Omar Jehad Al Somah,75.625,76.375
223922,Andreas Bouchalakis,70.75,74.875
224334,Marcos Javier Acuña,77.0,79.625
225114,Mimoun Mahi,70.25,75.0
149258,Alex Cordaz,69.625,69.625
156464,Richard Mark Wood,65.375,65.375
166851,Kári Árnason,67.875,67.875
167159,Steffen Hagen,68.75,68.75
173671,Kyle John McFadzean,67.125,67.125
173734,James Steven Wilson,64.5,65.125
177373,Lasse Nielsen,69.375,69.75
177692,Michael David Jones,63.75,64.25
178379,Jordan Harvey,66.0,66.0
181001,Bradley Burton Knighton,65.625,65.625
181013,Nordin Gerzić,66.0,66.0
181436,Damien Marcq,69.0,69.5
182091,Kosta Barbarouses,69.0,69.375
182694,Joseph William Mattock,66.75,68.375
183336,Pål André Helland,70.0,70.875
183646,Martin Kobras,65.375,65.375
183743,Alfonso Blanco Antúnez,67.125,67.5
183795,Georg Margreitter,70.125,70.75
184183,Sébastien Dewaest,71.75,73.375
185109,Maciej Sadlok,67.25,68.125
186147,Gary Woods,63.125,65.0
186156,Luke Ayling,70.875,73.375
186551,Fernando Navarro Morán,71.0,71.5
187077,Frederick David Sears,67.0,68.5
188727,Benoît Guy Jean Poulain,70.75,70.875
188917,Jørgen Skjelvik,66.5,69.625
189013,Michał Buchalik,63.5,64.25
189061,Sascha Burchert,68.625,70.25
190235,Jordan Lee Clarke,64.625,66.375
190518,Flamur Kastrati,63.75,67.25
190633,Henrik Dalsgaard,70.5,71.625
192020,Carlos Emilio Orrantía Treviño,65.5,67.375
192102,Bo Niklas Hult,71.875,73.125
192231,Joseph Robert Edwards,65.25,67.0
192328,Philipp Huspek,66.5,68.125
192922,Óscar Francisco Jiménez Fabela,69.875,70.625
192970,Daniel John Mayor,65.75,67.5
193254,Christopher Trimmel,71.0,71.25
193683,Xavier Chavalerin,70.25,72.375
193847,Osmar Ibáñez Barba,70.75,71.5
193909,Alberto Escassi Oliva,68.75,69.875
194018,James Steven Collins,67.5,69.875
194163,Jukka Raitala,66.625,67.125
196916,Marlon Pack,69.75,71.875
197928,Jonathan Bond,64.625,70.625
197975,Sam Morsy,68.375,71.625
198479,Paulus Verneri Arajuuri,69.25,70.0
198490,Alexander Daniel Faltsetas,65.125,65.25
198641,Kenneth Dahrup Zohorè,68.5,73.625
198657,Jonas Svensson,73.5,77.625
198740,Alberto Joshimar Acosta Alvarado,65.375,65.875
198810,Bailey Colin Wright,69.0,73.25
199049,Richárd Göran Emil Magyar,65.0,67.375
199131,Anton Tinnerholm,70.25,71.875
199282,Amir Abrashi,69.875,71.5
199384,Fabian Koch,66.875,67.625
199439,Michael Gregoritsch,72.375,77.875
199475,Wilhelm Evseev,63.375,66.25
199748,Jonas Knudsen,68.375,72.25
199792,Anders Christiansen,72.5,74.0
199917,Jake Dane Forster-Caskey,66.0,72.5
200138,Michael Hector,70.375,75.125
200159,Stefan Ortega Moreno,70.625,74.625
200212,Michael Esser,71.75,72.375
200778,Cyrus Sylvester Frederick Christie,69.625,73.375
200806,Richard Smallwood,66.375,68.625
201112,Jakub Słowik,65.375,68.125
201346,Liam Boyce,67.25,68.875
201417,Matthew James Doherty,72.875,75.625
201976,Alfred Benjamin Gomis,71.875,78.25
202024,Remo Marco Freuler,73.0,75.875
202052,Benik Afobe,70.875,75.5
202157,Aziz Eraltay Behich,70.5,72.625
202171,Josh Williams,67.125,67.875
202215,Joe Willis,65.625,67.125
202231,Hector Osvaldo Jimenez,66.0,66.5
202465,Richard Patrick Towell,66.0,68.125
202518,Christopher Wernitznig,65.375,66.0
202795,Kgosietsile Ntlhe,63.875,68.625
202803,Martin Yves Angha-Lötscher,65.375,72.25
202851,Gregoire Defrel,74.625,77.125
203043,Michael Francis O'Halloran,66.625,68.625
203265,Tyler Blackett,67.25,72.25
203505,Joe Bryan,71.0,76.625
203782,Ahmad Benali,70.375,73.75
203783,Tommy Smith,69.75,72.25
203884,Lévy Koffi Djidji,72.0,76.0
203930,Ousseynou Cissé,65.5,67.125
204105,Kenny Lala,71.75,75.375
204350,Aleksandar Trajkovski,68.125,72.125
204468,Tom Weilandt,66.875,69.5
204612,Ole Kristian Selnæs,72.75,77.375
204771,Rafael Baca Miranda,69.625,70.75
204847,Todd Kane,68.375,73.5
204920,Damian Zbozień,66.375,67.5
205212,David Ferreiro Quiroga,69.625,70.625
205215,Igor Rossi Branco,68.125,69.0
205291,Herman Sørby Stengel,66.75,74.5
205347,Massimo Corey Luongo,70.0,74.875
205531,Valerio Verre,70.75,77.125
205970,Jed Wallace,68.625,74.625
206098,Patricio Gabarrón Gil,70.25,74.875
206159,Stefano Sabelli,68.0,72.0
206317,Nir Bitton,69.5,71.875
206467,Alassane Alexandre Pléa,76.875,81.375
206549,Evan Bush,66.75,66.75
206553,Simon Augustin Falette,71.125,74.75
206594,Solomon March,70.875,76.875
206635,Nick DeLeon,65.5,66.875
207427,Matthew Tyler Lampson,65.75,67.625
207465,Felipe Martins Campanholi,69.0,70.75
207559,Simon Hjalmar Friedel Tibbling,70.625,76.625
207610,Ryan Meara,65.625,69.0
207669,Ethan Christopher Finlay,69.0,69.625
208158,Federico Oscar Andrada,66.75,71.125
208295,Romain Saïss,73.875,75.125
208302,Alexander Scott Gilbey,65.75,72.75
208522,Hörður Björgvin Magnússon,70.125,75.375
208549,Andy Rose,64.75,65.5
208621,Óscar Plano Pedreño,72.0,73.875
208700,Danny Blum,69.125,71.0
208856,Quentin Bernard,68.625,69.625
209177,Tawfiq Buhumaid,65.0,65.0
209288,Florent Mollet,71.5,74.125
209378,Bart van Hintum,68.25,68.375
209413,Mateusz Matras,66.5,68.0
209519,Gaëtan Laborde,72.125,78.625
209529,Muamer Tanković,68.875,74.75
210010,Joris van Overeem,71.125,75.375
210140,Abdullah Ibrahim Al Maiouf,67.5,67.875
210315,Raúl de Tomás Gómez,72.375,79.5
210386,Kristoffer Paul Peterson,68.875,75.0
210423,Albert Rusnák,73.125,78.25
210538,Luca Danilo Zuffi,72.625,74.5
210713,Frederik Lucas Holst,66.0,70.5
211189,Biagio Meccariello,67.25,69.875
211195,Lucas Woudenberg,66.875,71.625
211463,Caolan Owen Lavery,64.625,69.25
211522,Alexander Martín Marquinho Callens Asín,69.375,74.0
211591,Moussa Dembélé,73.75,83.125
211784,Neal Maupay,71.75,80.75
211907,Jérôme Gondorf,71.375,72.0
211999,Rani Khedira,71.0,76.375
212151,Thomas Strakosha,73.875,81.625
212249,Sebastian Kerk,68.875,74.0
212269,Riechedly Bazoer,73.25,82.375
212377,Mario Humberto Osuna Pereznuñez,66.75,67.75
213338,Erik Jonathan Ring,66.125,67.25
213439,Jonathan Osorio,68.375,71.25
213798,Alex Mowatt,68.625,75.75
214923,Mohammed Qassem Al Nakhli,64.625,70.25
214991,Jessy Pi,67.5,72.875
215165,Ciro Pablo Rius Aragallo,70.625,71.625
215202,Lucas Ezequiel Janson,71.125,76.75
215223,Walter Daniel Benítez,73.875,79.375
215689,Andrea Petagna,71.375,79.125
215699,Youssouf Sabaly,73.625,77.625
216302,Emmanuel García Vaca,70.125,71.125
216605,Carlos Akapo Martínez,68.125,72.25
216750,Patrik Ulf Anders Carlgren,68.25,72.375
217168,José Javier Abella Fanjul,70.0,74.25
217714,Paul Joseph Arriola Hendricks,69.125,74.375
218623,Carlos Miguel Ribeiro Dias,70.125,74.0
219087,Sebastián Ignacio Vegas Orellana,70.375,78.625
219681,Jordan Kévin Amavi,74.375,79.75
219789,Hamari Traoré,73.5,75.75
219932,Arnaldo Antonio Sanabria Ayala,74.375,83.25
220165,Joel Julius Ilmari Pohjanpalo,70.375,76.0
220182,Jason Denayer,74.375,82.25
220414,Diego Rico Salguero,72.875,77.0
220834,Marco Asensio Willemsen,79.625,86.5
221269,Jaïro Riedewald,72.625,80.375
222553,Sebastian Griesbeck,69.75,71.125
222558,Rick Karsdorp,73.75,79.625
223046,Ahmet Yılmaz Çalık,71.125,76.625
223223,Kévin Vandendriessche,68.625,69.25
223537,Emil Berggreen,68.125,72.625
223794,Philipp Schobesberger,68.125,72.375
224031,Adam Marušić,73.125,75.75
224540,Emmanuel Okyere Boateng,71.625,80.0
224953,André Campos Moreira,67.875,78.0
225161,Jesús Vallejo Lázaro,74.25,82.5
225402,Bruno Miguel Boialvo Gaspar,72.125,76.375
144200,Eren Albayrak,70.25,72.75
152456,Scott Peter Andrew Brown,64.375,64.375
155871,Bartosz Białkowski,70.75,71.375
162512,Scott James Cuthbert,65.5,65.875
162899,Mathew John Sadler,63.75,63.75
163581,Tony Andrew Craig,64.0,64.0
163757,Joseph Kevin Walsh,65.0,69.625
165502,Joshua Mark Lillis,63.375,63.75
166841,Nicholas Willia Adams,65.125,65.25
169609,Jonathan Martin Grounds,66.5,67.0
172198,Jessy Moulin,67.75,67.75
172928,Christopher John Lines,65.625,65.625
174669,Krzysztof Mączyński,68.625,69.0
175934,Kenny Steppe,67.125,68.375
176839,Emin Nouri,62.75,62.75
179636,David Richard Worrall,64.875,66.375
181010,Leigh Broxham,64.375,64.625
181298,Michael Almebäck,64.5,65.0
181481,Daniel Vuković,70.5,70.5
182206,Richard Mark O'Donnell,64.375,65.0
183353,Víctor David Díaz Miguel,71.75,72.375
183741,Michael Zullo,67.125,67.75
184084,Matthieu Dreyer,66.75,67.625
184707,Gary Madine,66.25,67.5
185438,Nicklas Robert Bärkroth,66.625,69.25
186126,Ryan Flynn,63.375,64.125
187113,Lars Christian Krogh Gerson,64.5,65.25
187761,Eóin Doyle,64.75,65.25
189003,Gaëtan Belaud,69.25,69.25
189857,Enrique González Casín,70.375,71.875
189955,Ole Söderberg,63.5,65.875
190457,Kristoffer Tokstad,65.875,67.625
190593,Danijel Aleksić,69.625,72.0
190665,Jonathan Chiedozie Obika,64.75,66.375
191153,Marcus Sandberg,65.125,67.75
191260,Abdullah Mohammed Al Zori Al Dossary,65.75,66.125
192169,John Erik Gunnar Friberg,65.875,65.875
192496,Paul Michael Downing,65.0,68.125
192587,Artur Ioniţă,72.5,73.75
192651,Osama Malik,63.125,63.875
193062,Marvin Zeegelaar,71.25,72.875
193123,Ashton John Taylor,65.375,66.75
193147,Anthony Gonçalves,68.5,68.5
193314,Aitor Fernández Abarisketa,71.5,74.625
193425,Hanno Behrens,71.25,72.625
193849,Conor Hourihane,71.125,73.125
194122,William Donald Grigg,67.25,69.5
194150,Simon Moore,65.625,68.0
198150,Miguel Ángel Guerrero Martín,71.25,73.0
198153,Jake William Trevor Taylor,63.875,66.875
198240,Raúl García Carnero,71.0,72.5
198811,Fredrik Oldrup Jensen,66.125,70.875
199170,Bryan Dabo,71.875,75.125
199231,김태환 金泰万,67.75,68.375
199559,Roberto Inglese,72.125,75.0
199689,Ángel Baltazar Sepúlveda Sánchez,69.0,70.125
199916,Thomas Michael Eastman,63.875,66.375
200466,Vitus Eicher,66.375,68.75
200759,Jeffrey Schlupp,71.25,75.625
201401,Eduard Campabadal Claros,66.75,70.375
201681,César Alexander Quintero Jiménez,68.375,68.75
201841,Noë Dussenne,67.375,70.375
202123,Chukwuemeka Ademola Amachi Aneke,66.375,71.0
202162,Jalil Anibaba,66.875,67.75
202199,George Long,65.5,72.625
202208,Dimitri Petratos,66.625,68.625
202884,Leonardo Spinazzola,74.125,78.5
203428,Elliott Jack Hewitt,62.5,69.375
203966,Dennis Kempe,66.125,66.125
204445,Michael Smith,66.875,67.75
204464,Joe Ralls,69.75,74.5
204761,Grant Hall,67.75,70.875
204882,Ryan Dale Williams,65.0,69.5
205073,Filip Kiss,68.0,69.375
205186,Paulo Dino Gazzaniga,70.625,75.0
205556,Luka Krajnc,68.75,74.375
205686,Téji Tedy Savanier,72.5,74.625
205985,Isaac Kiese Thelin,69.5,72.75
206493,Yunis Abdelhamid,71.625,72.25
206506,Tristan Dingomé,70.0,71.5
206626,Mikael Ishak,68.875,73.5
206631,Kelyn Jaynes Rowe,67.0,69.5
207639,Callum Reilly,64.125,70.375
207650,Emil Henry Kristoffer Krafth,71.125,76.5
207904,Michał Mak,65.75,68.25
208102,Kasper Larsen,66.625,71.375
208316,Andreas Blomqvist,65.25,69.375
208432,Tom Pettersson,66.375,67.75
208502,Josecarlos Van Rankin Galland,68.375,72.75
208509,Thomas Foket,72.5,78.5
209223,Awdh Khamis Faraj,66.5,67.5
209701,Joey Pelupessy,68.625,72.625
209781,Pierrick Capelle,71.875,71.875
209990,Richard Strebinger,68.75,74.125
210214,Jozabed Sánchez Ruiz,72.625,74.875
210313,Thomas Murg,69.0,74.5
210377,João Carlos Vilaça Teixeira,70.375,74.875
210384,Ridgeciano Delano Haps,72.875,76.25
210463,Darwin Daniel Machís Marcano,72.75,75.625
210498,Faisal Darwish Faraj,64.625,65.5
210617,Samuel Castillejo Azuaga,77.375,82.25
210719,Marc-Oliver Kempf,72.375,79.5
210722,Júlio Tavares,70.625,71.5
210831,Birger Danny Verstraete,69.125,74.75
210985,Ben Osborn,69.625,76.0
211098,Bradley Dack,70.0,75.0
211241,Rubén Peña Jiménez,73.75,76.125
211381,Sofiane Boufal,75.375,79.25
211454,Mohamed Naser Elsayed Elneny,74.125,78.375
211870,Dimitrij Nazarov,66.625,67.75
211872,Philip Heise,69.125,71.125
211990,Odisseas Vlachodimos,72.25,79.625
212420,Mouhamadou-Naby Sarr,66.75,72.625
212476,Álvaro Medrán Just,72.875,78.875
212622,Joshua Walter Kimmich,80.0,86.25
213007,Abdulfattah Tawfiq Jaber Asiri,68.75,73.625
213009,Abdulrahman Kamel Abdullah Al Ghamdi,65.625,71.125
213414,William Troost-Ekong,70.125,75.5
213642,James Anthony Wilson,65.5,74.0
213670,Isak Ssali Ssewankambo,65.5,72.625
213905,Sam Gallagher,67.0,76.0
213937,Ager Aketxe Barrutia,70.875,76.0
213991,Jefferson Andrés Lerma Solís,74.25,79.75
214343,Didier Andrés Moreno Asprilla,68.875,72.125
214366,Rafael Andrés Carrascal Avilez,69.375,73.625
214817,Ángelo Nicolás Sagal Tapia,68.125,71.625
215066,Federico Emanuel Milo,65.5,68.875
215067,Dany Alejandro Rosero Valencia,67.375,73.125
215147,Lautaro Daniel Gianetti,70.25,77.5
215338,Kévin Camilo Rendón Guerrero,64.0,68.375
215374,Scott Hogan,68.0,70.875
215480,Aleksandar Boljević,66.375,74.0
215495,Birama Ndoye,66.25,73.75
215970,Boli Bolingoli Mbombo,69.125,75.875
216266,Kenny Joelle Tete,74.875,81.25
216388,Allan Saint-Maximin,73.125,83.25
216437,Wallace Fortuna dos Santos,73.25,80.125
216834,Manuel Perez,66.25,68.875
217036,Alexandre Moreno Lopera,72.0,76.875
219471,Christophe Diedhiou,64.875,65.25
219582,Steven Fortès,67.5,70.0
219836,Orlando Rubén Yáñez Alabart,66.0,73.0
220633,Demarai Gray,71.875,80.625
220814,Lucas François Bernard Hernández Pi,76.5,85.875
220854,Érick Gabriel Gutiérrez Galaviz,73.25,80.25
220968,Ahmed El Messaoudi,67.625,74.75
221422,Sverrir Ingi Ingason,71.25,75.875
221651,안용우 安庸佑,65.25,67.5
221875,손준호 孙准浩,68.625,71.625
221890,Jay Fulton,67.875,75.625
222028,Julian Weigl,76.25,83.375
222390,Unai López Cabrera,72.75,80.875
223016,Selim Ay,68.75,71.75
223017,Ömer Ali Şahiner,72.375,75.0
223122,Caner Osmanpaşa,67.25,67.5
223243,Víctor Emanuel Aguilera,68.5,69.875
223551,Lee Andrew Gregory,67.0,67.875
223578,Jaime Mata Arnaiz,73.625,74.5
223697,Robin Everardus Gosens,72.875,77.125
224189,Yoann Barbet,69.125,74.375
224368,Moussa Doumbia,69.625,74.75
224458,Diogo José Teixeira da Silva,75.625,83.0
225441,Kasey Palmer,68.0,77.375
156321,Saheed Adebayo Akinfenwa,64.375,64.375
170027,Rory Alexander McArdle,63.875,64.0
170342,Paul Huntington,66.625,66.875
173130,Matteo Scozzarella,67.375,68.5
173518,Thomas Clarke,67.875,68.25
173533,David Button,67.375,68.5
176357,John Michael Lewis Mousinho,65.75,65.75
177971,James McNulty,61.875,61.875
179931,Cédric Mickael Avinel,66.875,66.875
180352,Ronan Michael Finn,63.0,63.125
180593,Iriome González González,66.5,67.0
180903,James O'Shea,65.25,66.125
184269,Mark Ian Ellis,62.875,64.5
184274,Chris Basham,70.625,71.5
187208,Alfredo Saldívar Medina,68.25,70.875
187915,Emir Kujović,67.75,67.875
188278,Mark Birighitti,65.625,68.75
189115,Mickaël Facchinetti,64.0,66.875
189946,Vincent Manceau,70.875,72.0
190530,Thomas Fontaine,66.5,68.875
190583,Michael John Smith,64.875,67.5
190589,Stefan Hierländer,67.875,69.5
190669,Oscar Erik Jansson,67.0,69.625
191079,Harlee Dean,68.875,71.625
191848,Waleed Abdullah Ali,63.125,63.125
192317,Jed Steer,66.25,71.5
192495,Romaine Theodore Sawyers,69.5,72.5
192546,Enda Stevens,69.5,71.5
192695,Nathan Thompson,66.125,67.5
192715,Juan Pedro López Ramírez,71.25,73.75
192725,Maxime Le Marchand,72.25,74.375
193272,Samuel Sahin-Radlinger,65.75,71.125
193358,Romário Pereira Sipião,65.0,65.0
193884,Sam Clucas,69.5,71.875
194846,Florent Olivier Sylvain Hanin,70.375,71.75
195036,Sam Thomas Winnall,66.5,68.25
195698,Cheick Doukouré,69.875,75.25
196353,Christopher Ian Hussey,64.625,65.625
196952,Jake Bidwell,68.0,72.75
197376,Clemens Fandrich,66.625,69.25
198350,Daniel Bentley,69.125,75.875
198517,Xavier Laglais Kouassi,66.875,68.5
198715,Sergio León Limones,73.125,74.5
199158,Sergio Álvarez Díaz,74.0,78.125
199750,Rilwan Olanrewaju Hassan,67.375,69.25
200309,Tendayi David Darikwa,68.5,71.625
200369,Ole Jørgen Halvorsen,64.5,64.75
200473,Steven Skrzybski,68.75,72.0
200689,Ryan Leonard,66.875,71.125
200779,Jonson Clarke-Harris,66.125,71.375
200918,Christoph Knasmüllner,67.25,70.75
201925,Kevin Kraus,67.25,70.0
201939,Cristiano Piccini,74.125,78.875
202076,Zarek Chase Valentin,66.625,69.125
202148,Abdul Rahman Khalili,68.875,71.875
202204,Kristoffer Haraldseid,64.125,68.5
202259,Magnar Ødegaard,64.625,70.75
202292,김수범 金秀范,64.125,65.625
202678,Joshua Risdon,69.5,72.625
202695,James Tarkowski,74.5,77.75
202808,李可,66.125,70.375
203308,Joshua Brillante,66.375,71.375
203315,Georg Teigl,67.625,70.0
203338,Ashtone Morgan,63.875,65.5
203502,Bobby De Cordova-Reid,69.125,73.625
203781,Donald Toia,66.125,67.875
203848,Richard Windbichler,65.75,68.5
204044,Martin Kobylański,65.625,71.625
204278,David Simón Rodríguez Santana,70.25,71.25
204526,Pablo Hervías Rubio,70.5,74.75
204644,Simon Robert Kroon,65.125,68.75
204935,Jordan Pickford,75.875,81.75
204936,John Egan,70.875,75.0
204992,Mamadou Koné,67.125,70.375
205447,Moritz Kuhn,66.125,68.5
205887,Cauley Woodrow,66.0,74.25
205939,Onur Bulut,65.5,70.0
205990,Harrison Reed,69.125,78.5
206042,Jacopo Dezi,68.875,71.875
206075,Sam Johnstone,70.625,77.375
207562,Sebastian Andersson,69.125,71.375
207593,Jere Juhani Uronen,70.0,75.375
207660,Dominik Wydra,66.125,70.375
207897,Anthony Jung,67.625,70.375
208024,Murray Wallace,66.75,69.875
208122,Lars Viktor Filip Agardius,64.875,66.375
208141,Gabriel Appelt Pires,74.0,79.0
209888,Craig Alexander Goodwin,67.875,70.0
209960,Fernando Pacheco Flores,75.625,79.625
210385,Rui Tiago Dantas da Silva,70.5,77.125
210697,Christian Thers Nørgaard,68.5,75.5
210783,Aqeel Baalghyth Al Sahbi,64.375,64.75
210804,Mohammed Abdullah Salem,63.375,63.375
211014,Paulo Sérgio Mota,70.5,72.625
211095,Nicolai Brock-Madsen,63.75,67.875
211177,Arnór Ingvi Traustason,69.0,72.5
211348,Stole Dimitrievski,69.125,76.5
211618,Dominik Starkl,63.5,66.875
211672,Tyler Dominic Boyd,69.0,73.25
211748,Kerem Demirbay,75.75,79.625
211952,Maximilian Thiel,66.0,69.875
212035,Jérémie Bela,69.0,72.875
212484,Wesley James Burns,63.875,70.75
212608,Jérôme Mombris,67.125,67.5
212626,Davie Selke,72.25,80.125
212747,Tomás Martínez,67.5,75.75
212888,Carlos Joel Salcedo Hernández,72.125,77.5
213094,Storm Roux,63.125,66.5
213117,Stefan Lex,67.0,68.0
213134,Levin Mete Öztunali,71.875,80.5
213204,Sam Johan Hampus Lundholm,64.875,69.125
213948,Duane Holmes,65.5,71.125
214097,Benjamin Bourigeaud,71.75,76.375
214379,Ángelo José Rodríguez Henry,69.75,70.25
214988,Leonel Ariel Miranda,69.625,75.5
215069,Rodrigo Francisco Jesús Rey,70.75,74.0
215417,Christian Mathenia,71.25,75.0
215993,Dardo Federico Miloc,66.0,68.75
216067,Riccardo Gagliolo,70.25,71.5
216072,Gaetano Letizia,71.0,73.125
216376,Marco Sangalli Fuentes,68.125,70.25
216774,Wesley Theodorus Hoedt,73.875,78.875
216939,Andre Jason Blake,71.625,75.625
217502,Alexander Kofler,65.125,65.375
217546,Nuno Miguel Ribeiro Cruz Jerónimo Sequeira,71.5,73.0
218540,Ambroise Oyongo Bitolo,70.625,73.0
219391,Gonzalo Escalante,74.625,80.625
219585,Martin Valjent,67.25,75.75
219792,Baptiste Santamaría,72.625,78.875
220638,Luis Miguel Sánchez Benítez,69.125,73.375
220673,Renato Fabrizio Tapia Cortijo,72.125,79.25
220925,Alessandro Schöpf,72.5,78.125
220969,Niclas Eliasson Santana,67.375,74.375
221050,Waylon Dwayne Francis Box,66.375,67.75
221599,Ntsikelelo Nyauza,65.0,66.875
221625,Patrick Mullins,64.5,66.75
223524,Edoardo Goldaniga,70.125,75.25
223689,Wout Weghorst,74.5,77.0
224069,Karl Brillant Toko Ekambi,74.75,77.75
224103,Érick Germáin Aguirre Tafolla,69.375,79.5
224146,Jesús Imaz Ballesté,67.625,69.375
224218,François Kamano,72.625,78.625
224294,Lewis Cook,72.125,81.875
224542,Nery Francisco Leyes,67.375,68.5
224925,Gianluca Gaudino,67.375,78.875
225085,Jonathan Bamba,71.25,80.625
152107,Philipp Netzer,65.25,65.25
155422,Jakub Szmatuła,64.0,64.0
156675,Andrew Considine,65.25,65.875
